Progress,Duration,Q_RecaptchaScore,Follow_Sports,Follow_Sports_Others,Special_Events,Freind_Family_Invitation,Famous_Player,Storyline_Rivalry,Halftime_Entertainment_Or_Shows,Lack_of_Interest_in_Sports,Time_Consuming,Rules_Complicated,No_Introduces,Matches_Excitement,Supporting_Favorite_Team,Specific_Players,Community_Camaraderie,Sports_Related_Content_n_News_Engagement,Info_about_MLS,Info_about_MLS_Others,Follow_MLS_or_not,Follow_MLS_Since,Why_Follow_MLS,MLS_Fan_Time,Favorite_MLS_team_ and_why,Favorite_Players,Watch_MLS games,Watch_MLS games_Others,MLS_Ticket_Plan,MLS_Season_Ticket_Price,MLS_Monthly_Ticket_Price,MLS_Single_Game_Ticket_Price,MLS_Ticket_Plan_Others,MLS_online_livestream_plan ,MLS_online_livestream_Season_Payment_Price,MLS_online_livestream_Monthly_Payment_Price,MLS_online_livestream_Single_Game_Payment_Price,MLS_online_livestream_plan_Other_Price,MLS_Improvements,MLS_Improvements.1,No_MLS_Lack_of_interest_in _sports,No_MLS_Unfamiliar_with_rules_of_soccer,No_MLS_have_other_preferred _sports,No_MLS_have_other_preferred _sports_name,Potential_Reason_to_MLS,Potential_Reason_to_MLS_Others,Watch_Other_Pro_Sports,Other_Watch_Other_Pro_Sports,How_Watch_Other_Pro_Sports,Other_How_Watch_Other_Pro_Sports,Other_Ticket_Plan,Other_Ticket_Plan_Season_Ticket_Price,Other_Ticket_Plan_Monthly_Ticke_Price,Other_Ticket_Plan_Single_Game_Ticket_Price,Other_Ticket_Plan_Others,Other_online_livestream_plan,Other_online_livestream_plan_Season_Payment_Price,Other_online_livestream_plan_Montly_Payment_Price,Other_online_livestream_plan_Single_Game_Payment_Price,Other_online_livestream_plan_Others_Price,Age,Gender,Ethnicity,Ethnicity_Other,Employment_Status,Employment_Status_Other,Annual_Household_Income,Additional_Comments,Follow_Sports_Dummy,All_Watching_Source,",",",go to the court/stadium..., etc.,watch tv",",go to the court/stadium..., etc.,watch tv,watch online livestreams",",other, please specify",",watch online livestreams",",watch tv",",watch tv,other, please specify",",watch tv,watch online livestreams","go to the court/stadium..., etc.,go to the court/stadium..., etc.","go to the court/stadium..., etc.,watch tv,","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch online livestreams","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv","go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch online livestreams,watch online livestreams","go to the court/stadium..., etc.,watch tv,watch tv","go to the court/stadium..., etc.,watch tv,watch tv,watch online livestreams","other, please specify,","watch online livestreams,","watch online livestreams,watch online livestreams","watch online livestreams,watch tv","watch online livestreams,watch tv,watch online livestreams","watch tv,go to the court/stadium..., etc.,watch tv","watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams","watch tv,watch online livestreams,","watch tv,watch online livestreams,watch online livestreams","watch tv,watch online livestreams,watch tv","watch tv,watch online livestreams,watch tv,watch online livestreams","watch tv,watch tv","watch tv,watch tv,watch online livestreams"
100,186,0.899999976,No,,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,3.0,,The diverse composition of MLS teams,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Unemployed,,4.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,510,0.400000006,Soccer,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,"television broadcasts,online news websites,social media",,1.0,2.0,1,2.0,inter miami,Lionel Messi,"go to the court/stadium..., etc.,watch tv",,Monthly Ticket,,,,,,,,,," More interactive fan engagement activities, Better marketing and promotion of MLS",,,,,,,,NHL,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,,,Monthly Payment,,,,,2,0,White or Caucasian,,Employed full-time,,5.0,,1,"go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,518,0.899999976,"Basketball,Baseball,Soccer",,,,,,,,,,,5.0,4.0,5.0,2.0,4.0,"online news websites,social media,word of mouth (friends, family)",,1.0,2021.0,I find it inspiring.,2.0,Inter Miami CF,"Robbie Robinson, his personality. Kamal Miller, his stats.",watch online livestreams,,,,,,,Season Payment,Apple 79.00,,,," Enhanced stadium amenities and services, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NBA",,watch online livestreams,,,,,,,Monthly Payment,,MLB All Team 24.99,,,2,1,White or Caucasian,,Employed full-time,,2.0,Good content.,1,"watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,206,0.899999976,"Basketball,Baseball,Soccer",,,,,,,,,,,5.0,4.0,5.0,3.0,3.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,,Rooting for local teams,,"MLB,NBA",,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,3.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,453,0.699999988,Soccer,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"online news websites,social media,word of mouth (friends, family),mls official website or app",,1.0,2016.0,"My son started playing soccer in middle school. He became very interested in all things soccer, so I wanted to learn about it myself.",3.0,Miami and Paris Saint-Germain F.C. because my son was a fan of them.,My son is a huge fan of Lionel Messi.,"watch tv,watch online livestreams",,,,,,,Others,,,,Not sure what my son's account is. I watch with him.,"Lower ticket prices, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,2.0,,1,"watch tv,watch online livestreams,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,353,0.899999976,"Baseball,Ice Hockey",,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,The fast-paced nature of MLS games,,"MLB,NHL",,"watch tv,watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",109.99,14.99,19.99,ESPN+,2,1,Asian,,Employed full-time,,4.0,"On the part of the survey where I had to list the season, monthly, and online payment information of my current plan, I didn't see a space specifying for me to enter the name of the plan, so I entered my plan name under the ""Other"" box",1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,399,0.899999976,"Basketball,Baseball,Ice Hockey,Golf,Soccer",,,,,,,,,,,5.0,5.0,4.0,4.0,5.0,"television broadcasts,social media",,1.0,2022.0,I like soccer,2.0,i do not,none,watch tv,,,,,,,,,,,,"Lower ticket prices, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NBA,NHL,NFL,PGA",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,100,,Season Payment,50,,,,1,1,White or Caucasian,,Employed full-time,,4.0,none ,1,"watch tv,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,176,0.899999976,"Others(Please specify, and the answer can be more than one sport)",football,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,"Rooting for local teams,The fast-paced nature of MLS games,The diverse composition of MLS teams",,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed part-time,,1.0,,1,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,132,0.899999976,"Others(Please specify, and the answer can be more than one sport)",Skateboarding,,,,,,,,,,2.0,2.0,5.0,5.0,5.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,2.0,5.0,4.0,Skateboarding,The fast-paced nature of MLS games,,"MLB,NBA",,watch online livestreams,,,,,,,Others,,,,Free on YouTube,3,1,White or Caucasian,,Unemployed,,1.0,,1,",watch online livestreams",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,171,0.899999976,"Soccer,Others(Please specify, and the answer can be more than one sport)",F1,,,,,,,,,,5.0,5.0,4.0,3.0,3.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,Only follow european soccer,Pure love of soccer,,None,,,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,4.0,,1,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,178,0.300000012,"Basketball,Baseball,Ice Hockey,Golf,Tennis,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,"television broadcasts,social media,word of mouth (friends, family),mls official website or app",,1.0,2019.0,Watched a game and really enjoyed it.,2.0,Minnesota United,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,80.0,,Season Payment,100,,,,"Lower ticket prices, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NHL,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,100,,Season Payment,200,,,,2,1,White or Caucasian,,Employed full-time,,4.0,,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,164,0.699999988,"Baseball,Golf",,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,"television broadcasts,mls official website or app",,1.0,2012.0,boyfriend,4.0,not really,no,watch tv,,,,,,,,,,,," Increased accessibility to watch games (TV, online streaming)",,,,,,,,"NFL,PGA",,watch tv,,,,,,,,,,,,5,0,White or Caucasian,,Employed full-time,,3.0,,1,"watch tv,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,599,0.899999976,"Basketball,Baseball,Others(Please specify, and the answer can be more than one sport)",NFL,,,,,,,,,,5.0,4.0,5.0,4.0,4.0,"television broadcasts,word of mouth (friends, family),other (please specify)",Online newspapers,0.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,,"Rooting for local teams,Other (please specify)",Learning to appreciate world's most popular sport,"MLB,NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Others,,,,Small part of general package,6,1,White or Caucasian,,Other (please specify),Self employed,1.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,275,0.899999976,Soccer,,,,,,,,,,,5.0,5.0,5.0,4.0,4.0,social media,,1.0,2015.0,I played soccer growing up and love it,4.0,,,watch online livestreams,,,,,,,Monthly Payment,,14.99,,,"Lower ticket prices, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"Other, please specify","Other soccer- USWNT, USMNT, Premier League, Champions League",watch online livestreams,,,,,,,Monthly Payment,,9.99,,,2,0,White or Caucasian,,Other (please specify),Self Employed,4.0,,1,"watch online livestreams,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,195,0.800000012,"Basketball,Baseball,Ice Hockey,Soccer",,,,,,,,,,,5.0,5.0,5.0,4.0,5.0,"television broadcasts,online news websites,social media",,1.0,2006.0,Went to a live game,4.0,Los Angeles Galaxy,,watch tv,,,,,,,,,,,,"Lower ticket prices, Enhanced stadium amenities and services, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NBA,NHL,NFL",,"watch tv,watch online livestreams",,,,,,,Monthly Payment,,20,,,2,1,White or Caucasian,,Employed part-time,,1.0,,1,"watch tv,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,105,0.699999988,No,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,,Rooting for local teams,,NFL,,watch tv,,,,,,,,,,,,5,0,White or Caucasian,,Employed part-time,,2.0,,0,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,179,0.800000012,Basketball,,,,,,,,,,,4.0,4.0,2.0,4.0,1.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,Marketing and advertising campaigns,,"NBA,NFL",,watch online livestreams,,,,,,,Others,,,,0,3,0,White or Caucasian,,Employed full-time,,4.0,,1,",watch online livestreams",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,90,0.300000012,No,,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,Pure love of soccer,,None,,,,,,,,,,,,,,2,0,White or Caucasian,,Unemployed,,1.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,92,0.899999976,Basketball,,,,,,,,,,,4.0,4.0,4.0,4.0,2.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,basketball,"Rooting for local teams,Marketing and advertising campaigns",,WNBA,,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,100,,,,,,,2,0,White or Caucasian,,Employed full-time,,3.0,,1,",go to the court/stadium..., etc.,watch tv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,288,0.899999976,Basketball,,,,,,,,,,,2.0,4.0,4.0,4.0,4.0,"online news websites,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,The diverse composition of MLS teams,,"NBA,NFL",,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0.899999976,"Basketball,Soccer",,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,social media,,1.0,2022.0,Sons love soccer,2.0,Fire,Messi,"go to the court/stadium..., etc.",,Single Game Ticket,,,,,,,,,,Lower ticket prices,,,,,,,,"MLB,NBA,NFL",,"go to the court/stadium..., etc.",,Single Game Ticket,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,5.0,,1,"go to the court/stadium..., etc.,go to the court/stadium..., etc.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,62,0.899999976,"Others(Please specify, and the answer can be more than one sport)","Football, equestrain",,,,,,,,,,4.0,4.0,4.0,5.0,3.0,never,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,Marketing and advertising campaigns,,NFL,,watch tv,,,,,,,,,,,,2,0,White or Caucasian,,Employed full-time,,5.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,117,0.899999976,No,,4.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,4.0,NFL,Other (please specify),Not a fan,"NBA,NFL",,"watch tv,watch online livestreams",,,,,,,Others,,,,None,2,1,Asian,,Unemployed,,3.0,,0,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,88,0.899999976,"Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,never,,0.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,none,Rooting for local teams,,"MLB,NFL",,watch tv,,,,,,,,,,,,3,1,Asian,,Employed full-time,,2.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,138,0.899999976,"Ice Hockey,Soccer",,,,,,,,,,,1.0,2.0,2.0,3.0,5.0,"social media,word of mouth (friends, family)",,1.0,2010.0,son's interest,4.0,,,watch tv,,,,,,,,,,,,"Lower ticket prices, Increased accessibility to watch games (TV, online streaming)",,,,,,,,NHL,,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,400,,,,,,,4,0,White or Caucasian,,Employed full-time,,6.0,,1,"watch tv,go to the court/stadium..., etc.,watch tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,127,0.899999976,"Baseball,Ice Hockey,Soccer",,,,,,,,,,,5.0,4.0,3.0,3.0,4.0,"television broadcasts,online news websites,social media,mls official website or app",,1.0,1996.0,The sport I played,1.0,Columbus Crew,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,25.0,,Others,,,,0,"Lower ticket prices, Enhanced stadium amenities and services, More interactive fan engagement activities, Better marketing and promotion of MLS, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NHL,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,25,,Others,,,,0,3,1,White or Caucasian,,Unemployed,,1.0,,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,93,0.899999976,Soccer,,,,,,,,,,,4.0,4.0,4.0,2.0,1.0,social media,,0.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,"Pure love of soccer,The fast-paced nature of MLS games",,None,,,,,,,,,,,,,,1,0,White or Caucasian,,Employed full-time,,2.0,,1,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,122,0.899999976,No,,4.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,,Marketing and advertising campaigns,,None,,,,,,,,,,,,,,2,0,White or Caucasian,,Unemployed,,2.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,97,0.899999976,"Others(Please specify, and the answer can be more than one sport)",football,,,,,,,,,,4.0,5.0,4.0,5.0,3.0,"television broadcasts,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,football,Other (please specify),My husband loves soccer and is an avid follower,NFL,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,4.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,158,0.300000012,"Baseball,Others(Please specify, and the answer can be more than one sport)",american football,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,nfl,"Rooting for local teams,The fast-paced nature of MLS games",,NFL,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,80,,Monthly Payment,,29,,,4,1,White or Caucasian,,Employed full-time,,4.0,thank you for the study,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,183,0.899999976,"Tennis,Soccer,Others(Please specify, and the answer can be more than one sport)","Swimming, Gymnastics",,,,,,,,,,5.0,3.0,4.0,3.0,4.0,"television broadcasts,social media",,0.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,Gymnastics are the best for me,"Pure love of soccer,The fast-paced nature of MLS games",,None,,,,,,,,,,,,,,2,0,Black or African American,,Employed full-time,,4.0,Thank you,1,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,125,0.899999976,No,,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,Rooting for local teams,,None,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed full-time,,6.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,146,0.899999976,No,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,,Marketing and advertising campaigns,,None,,,,,,,,,,,,,,3,0,White or Caucasian,,Other (please specify),homemaker,4.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,192,0.699999988,"Others(Please specify, and the answer can be more than one sport)","Gymnastics, Football",,,,,,,,,,4.0,5.0,5.0,3.0,2.0,"television broadcasts,online news websites,social media,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,Pure love of soccer,,NFL,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Student,,3.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,79,0.899999976,Basketball,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,Pure love of soccer,,NBA,,watch tv,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,3.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,130,0.899999976,Basketball,,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,television broadcasts,,0.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,,Rooting for local teams,,NFL,,watch tv,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,2.0,,1,",watch tv",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,89,0.899999976,No,,2.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,,Rooting for local teams,,None,,,,,,,,,,,,,,2,0,White or Caucasian,,Employed part-time,,2.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,178,0.699999988,"Baseball,Others(Please specify, and the answer can be more than one sport)",Football,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,online news websites,,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,No access to TV coverage of games,The fast-paced nature of MLS games,,"MLB,NFL",,"watch tv,watch online livestreams",,,,,,,Season Payment,119,,,,6,0,White or Caucasian,,Retired,,4.0,,1,",watch tv,watch online livestreams",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,225,0.899999976,"Basketball,Baseball,Ice Hockey,Soccer",,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,"television broadcasts,online news websites,social media,word of mouth (friends, family)",,1.0,2020.0,I was bored and needed entertainment ,2.0,new york red bulls i like the players on the team ,,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,50.0,,Monthly Payment,,30,,,"Lower ticket prices, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,"MLB,NBA,NHL,NFL",,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,75,,Monthly Payment,,50,,,2,0,White or Caucasian,,Employed full-time,,3.0,,1,"go to the court/stadium..., etc.,watch tv,watch online livestreams,go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,152,0.899999976,Soccer,,,,,,,,,,,5.0,4.0,5.0,4.0,5.0,"television broadcasts,online news websites,social media,word of mouth (friends, family)",,1.0,2000.0,i played,4.0,,,"go to the court/stadium..., etc.,watch tv",,Single Game Ticket,,,50.0,,,,,,, Enhanced stadium amenities and services,,,,,,,,"MLB,NBA,NHL,NFL",,"go to the court/stadium..., etc.,watch online livestreams",,Single Game Ticket,,,100,,Monthly Payment,,50,,,3,0,White or Caucasian,,Employed full-time,,1.0,,1,"go to the court/stadium..., etc.,watch tv,go to the court/stadium..., etc.,watch online livestreams",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,194,0.899999976,No,,4.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,Other (please specify),I am not at all interested in MLS,None,,,,,,,,,,,,,,6,1,White or Caucasian,,Retired,,1.0,,0,",",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,122,0.899999976,"Baseball,Others(Please specify, and the answer can be more than one sport)",football,,,,,,,,,,4.0,5.0,5.0,5.0,5.0,"television broadcasts,online news websites,social media,word of mouth (friends, family)",,0.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,,"Rooting for local teams,Marketing and advertising campaigns,The fast-paced nature of MLS games",,"MLB,NFL,Other, please specify",college football,"go to the court/stadium..., etc.,watch tv,watch online livestreams",,Single Game Ticket,,,150,,Single Game Payment,,,15,,3,1,White or Caucasian,,Employed full-time,,5.0,,1,",go to the court/stadium..., etc.,watch tv,watch online livestreams",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,199,0.899999976,Soccer,,,,,,,,,,,5.0,5.0,4.0,5.0,4.0,"television broadcasts,social media,word of mouth (friends, family)",,1.0,2021.0,Watched a livestream,2.0,,,"watch tv,watch online livestreams",,,,,,,Single Game Payment,,,4.99,,"Lower ticket prices, More interactive fan engagement activities, Increased accessibility to watch games (TV, online streaming)",,,,,,,,None,,,,,,,,,,,,,,2,0,White or Caucasian,,Student,,3.0,,1,"watch tv,watch online livestreams,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
